INPUT: 
38,0,0,0,0,0,62,0,0,18,0,0,0,0,0,0,0,90,126,0,0,0,0,0,0,0,0,0,0,70,0,60,26,0,32,12,0,0,2,18,128,16,0,0,112,10,10,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/loader_spec.rb ===
21,0,0,0,0,0,31,0,0,11,2,2,0,0,0,0,0,39,56,0,0,0,0,0,0,0,0,0,0,21,0,20,11,0,8,1,0,0,1,23,59,24,0,1,35,7,6,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/string.rb ===
19,0,0,2,0,0,39,0,0,5,5,3,1,1,0,0,0,52,66,0,3,0,0,0,0,0,0,0,3,19,0,18,14,1,4,1,1,0,0,41,60,38,0,0,28,6,4,19,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/hints.rb ===
10,0,0,1,0,0,24,0,0,1,1,1,3,3,1,0,0,36,48,0,0,0,0,0,0,0,0,2,3,10,0,5,5,0,1,1,0,0,0,33,47,30,0,7,19,7,7,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/lsb.rb ===
25,0,0,0,0,0,30,0,0,4,2,2,0,0,0,0,0,45,60,0,1,0,0,0,2,0,0,0,0,11,0,25,6,0,11,0,8,0,0,31,44,31,8,0,23,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/azure_spec.rb ===
13,0,0,0,0,0,23,0,0,4,0,0,0,0,0,0,0,677,694,0,0,0,0,0,0,0,0,0,0,26,0,538,348,180,9,2,0,0,1,132,56,7,0,0,49,14,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/php.rb ===
13,0,0,0,0,0,21,0,0,3,1,1,1,1,1,0,0,28,39,0,1,0,0,0,1,0,0,0,0,8,0,14,4,1,6,0,3,0,0,25,35,25,4,0,15,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/virtualbox.rb ===
15,0,0,0,0,0,21,0,0,3,1,1,0,0,1,0,0,43,63,0,1,0,0,0,1,0,0,0,0,12,0,27,3,6,13,5,5,0,0,25,56,25,0,0,31,6,6,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/http_helper.rb ===
19,0,0,1,0,0,24,0,0,0,0,0,0,0,5,0,0,37,44,0,1,0,0,0,0,0,0,3,1,10,0,4,3,2,0,1,0,0,0,40,52,34,0,0,13,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/chef_spec.rb ===
5,0,0,0,0,0,7,0,0,2,0,0,1,1,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,5,0,4,1,0,3,0,0,0,0,8,16,8,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/scaleway_metadata.rb ===
15,0,0,1,0,0,24,0,0,1,1,1,2,2,0,0,0,24,28,0,0,0,0,0,1,0,0,3,2,10,0,8,8,1,0,0,0,0,0,18,35,18,0,0,14,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/rackspace.rb ===
50,0,0,2,0,0,102,0,0,9,9,7,3,3,5,0,0,167,220,0,9,1,0,0,0,0,0,0,9,39,0,71,37,7,26,11,3,0,0,112,187,105,0,0,88,19,14,46,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/haskell.rb ===
21,0,0,0,0,0,46,0,0,2,0,0,2,2,4,0,0,91,143,0,4,0,0,0,0,0,0,0,0,17,0,50,16,10,23,8,1,0,0,71,116,70,0,0,47,7,7,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/filesystem_spec.rb ===
63,0,0,0,0,0,98,0,0,34,0,0,0,0,0,0,0,225,332,0,0,0,0,0,0,0,0,0,0,91,0,151,113,4,30,4,0,0,4,47,166,43,0,39,162,41,41,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/block_device_spec.rb ===
22,0,0,0,0,0,35,0,0,10,10,6,0,0,0,0,0,76,107,0,0,0,0,0,0,0,0,0,1,33,0,42,32,0,10,1,0,0,0,41,97,38,0,4,65,22,21,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/shells_spec.rb ===
14,0,0,0,0,0,24,0,0,5,0,0,0,0,0,0,0,47,62,0,0,0,0,0,0,0,0,0,0,22,0,30,24,0,6,2,0,0,0,9,47,7,0,0,39,11,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/php_spec.rb ===
27,0,0,0,0,0,54,0,0,10,0,0,0,0,0,0,0,98,145,0,0,0,0,0,0,0,0,0,0,58,0,62,29,7,21,5,0,0,5,29,139,29,0,3,113,34,34,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/scaleway_spec.rb ===
23,0,0,0,0,0,36,0,0,11,0,0,0,0,0,0,0,66,91,0,0,0,0,0,0,0,0,0,0,39,0,45,22,2,20,5,0,0,1,7,81,7,0,0,74,15,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/groovy_spec.rb ===
25,0,0,0,0,0,48,0,0,9,0,0,0,0,0,0,0,80,123,0,0,0,0,0,0,0,0,0,0,53,0,51,28,5,18,3,0,0,0,25,125,25,0,0,100,29,29,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/ps.rb ===
5,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,19,22,0,0,0,0,0,0,0,0,0,0,3,0,16,4,0,12,0,0,0,0,3,20,3,0,0,17,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/dmi_spec.rb ===
18,0,0,0,0,0,32,0,0,7,0,0,0,0,0,0,0,45,71,0,0,0,0,0,0,0,0,0,0,34,0,28,15,2,11,1,0,0,0,17,75,17,0,2,60,15,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/softlayer_metadata_spec.rb ===
27,0,0,1,0,0,52,0,0,7,0,0,0,0,0,0,0,119,168,0,0,0,0,0,0,0,0,0,2,58,0,55,34,2,20,5,0,0,0,39,160,30,0,0,124,50,49,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/do_metadata.rb ===
15,0,0,1,0,0,24,0,0,1,1,1,2,2,0,0,0,24,28,0,0,0,0,0,1,0,0,3,2,10,0,8,8,1,0,0,0,0,0,18,35,18,0,0,14,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPUT: 
=== OpenSourceProjects/ohai-master-RubyFiles/system_profiler.rb ===
